age_first_funding_year,age_last_funding_year,relationships,funding_rounds,funding_total_usd,milestones,age_first_milestone_year,age_last_milestone_year,avg_participants,is_top500
0.392686435,0.451388866,0.175438596,0.111111111,0.002015618,0.625,0.493442252,0.428310889,0.1,1
0.379581482,0.421727398,0.035087719,0.111111111,0.003454217,0.125,0.390425379,0.170902892,0.2,1
0.475119981,0.475119981,0,0,0.000436668,0,,,0.066666667,1
0.321144058,0.365151491,0.368421053,0.333333333,0.006401591,0.375,0.433156264,0.232281191,0.033333333,1
0.390472651,0.510624546,0.035087719,0.222222222,0.005787555,0.125,0.467705406,0.276013316,0.2,1
0.483089602,0.527979316,0.01754386,0.333333333,0.003471761,0,,,0.266666667,1
0.526828795,0.526828795,0.122807018,0,0.002103337,0.125,0.544988007,0.381127241,0.066666667,1
0.359130646,0.595627373,0.228070175,0.444444444,0.006840189,0.125,0.544988007,0.381127241,0.15,1
0.554098732,0.692048154,0.192982456,0.333333333,0.004243692,0.25,0.669441099,0.557879519,0.088886667,1
0.442714713,0.555074735,0.070175439,0.333333333,0.001263022,0.125,0.519251161,0.346121937,0,0
0.372410116,0.434037327,0.175438596,0.222222222,0.000885187,0.25,0.452052256,0.310444532,0.044446667,1
0.458650723,0.458650723,0.070175439,0,0.000348948,0.125,0.416162224,0.205908195,0,1
0.371615093,0.459006221,0.122807018,0.222222222,0.00491036,0.25,0.562121025,0.423707692,0.111113333,1
0.327520401,0.327520401,0.263157895,0,0.002015618,0.25,0.495840926,0.39445726,0.066666667,1
0.32087905,0.32087905,0.122807018,0,0.002103337,0,,,0.533333333,1
0.465734831,0.550204411,0.087719298,0.222222222,0.006645636,0.125,0.499861021,0.319748942,0.133333333,1
0.375331664,0.476270502,0.052631579,0.222222222,0.003927902,0.125,0.416231714,0.206002709,0.17778,1
0.314328189,0.439437667,0.035087719,0.444444444,0.014977241,0,,,0.244446667,1
0.296530662,0.301223237,0.087719298,0.111111111,0,0.125,0.372584597,0.146637216,0,0
0.313529935,0.406941908,0.473684211,0.222222222,0.004559482,0.625,0.463615821,0.365493872,0.17778,1
0.329999192,0.336020037,0.228070175,0.111111111,0.000962984,0.25,0.39945129,0.252517756,0.066666667,1
0.365061,0.389409388,0.052631579,0.222222222,6.39E-05,0.375,0.484840998,0.370576642,0,0
0.334071261,0.334071261,0.052631579,0,0.000348948,0.125,0.548019807,0.385250866,0,0
0.306710835,0.306710835,0.035087719,0,0.000208597,0.125,0.385772157,0.164573933,0.066666667,1
0.340712612,0.346203442,0.035087719,0.111111111,0.005287554,0.375,0.364688533,0.399252987,0.033333333,1
0.319373031,0.353727074,0.368421053,0.111111111,0.000866493,0.375,0.42391931,0.27016393,0.766666667,1
0.429254262,0.594916377,0.280701754,0.111111111,0.008945456,0.125,0.493514315,0.311116634,0.166666667,1
0.491676497,0.548342894,0.105263158,0.222222222,0.017541964,0.375,0.570724853,0.529875276,0.1,1
0.319195282,0.327872667,0.105263158,0.111111111,0.000787545,0.25,0.393035095,0.176559749,0.133333333,1
0.447759554,0.447759554,0.070175439,0,0.006138433,0.25,0.534621205,0.371248744,0.133333333,1
0.640074331,0.640074331,0,0,0.000348948,0,,,0,0
0.311138402,0.373560637,0.157894737,0.222222222,0.000246316,0.5,0.379919598,0.309870445,0,1
0.34097762,0.480963077,0.438596491,0.555555556,0.012629673,0.25,0.523482298,0.428310889,0.088886667,1
0.315123212,0.32893593,0.210526316,0.111111111,0.00333141,0.25,0.401988943,0.213101785,0.166666667,1
0.439259918,0.54639735,0.035087719,0.111111111,0.00499808,0,,,0.233333333,1
0.425004444,0.425004444,0.315789474,0,0.000962984,0.125,0.413977166,0.202936245,0.066666667,1
0.31538822,0.31538822,0.087719298,0,0.000559475,0.375,0.405445402,0.241008013,0,1
0.424474428,0.59314535,0.087719298,0.222222222,0.005787555,0.125,0.519179098,0.346023923,0.17778,1
0.449178315,0.449178315,0.087719298,0,0.000699826,0.125,0.534199121,0.366453018,0.266666667,1
0.474764483,0.474764483,0.157894737,0,0.002226145,0.25,0.570724853,0.532465669,0.2,1
0.292368102,0.321321807,0.157894737,0.111111111,0.000787545,0.25,0.416162224,0.229596284,0.066666667,1
0.513193827,0.624312838,0.385964912,0.111111111,0.001577021,0.125,0.699550635,0.59135159,0.2,1
0.317071988,0.317071988,0.052631579,0,8.58E-05,0,,,0,1
0.292368102,0.292368102,0.087719298,0,5.07E-05,0.5,0.373289787,0.248681175,0.066666667,0
0.324686111,0.357004121,0.035087719,0.111111111,0.003226147,0.125,0.448315266,0.249640321,0,0
0.37046134,0.446696292,0.035087719,0.111111111,0.002629654,0.125,0.467705406,0.276013316,0.1,1
0.424474428,0.472550699,0.140350877,0.111111111,0.002147197,0.125,0.467705406,0.276013316,0.1,1
0.322294579,0.387816111,0.035087719,0.222222222,0.000655966,0.375,0.386124752,0.231899633,0.066666667,1
0.522488487,0.522488487,0.052631579,0,0.003296322,0,,,0.4,1
0.340799871,0.435365597,0.263157895,0.333333333,0.012234936,0.5,0.469893038,0.476744227,0.266666667,1
0.39321645,0.39321645,0.070175439,0,0.003506849,0.125,0.467705406,0.276013316,0.133333333,1
0.292368102,0.410483962,0.245614035,0.222222222,0.004787553,0.5,0.445777613,0.321856261,0.133333333,1
0.311138402,0.3718801,0.298245614,0.222222222,0.004962992,0.5,0.429066679,0.314186599,0.044446667,1
0.22817484,0.22817484,0.052631579,0,0.001489301,0,,,0,0
0.313794942,0.482556355,0.50877193,0.444444444,0.012278796,0.5,0.524540083,0.43723024,0.12,1
0.387728852,0.407297406,0.052631579,0.111111111,0.003639688,0.125,0.364688533,0.135897588,0,1
0.318309768,0.318309768,0.087719298,0,0.000875265,0.25,0.364688533,0.185290071,0,1
0.39454472,0.411634483,0.105263158,0.111111111,0.002857725,0.25,0.44196856,0.293564975,0.066666667,1
0.297681183,0.297681183,0.052631579,0,0.000524387,0.125,0.402835686,0.187782449,0,0
0.42695322,0.42695322,0.087719298,0.111111111,0.004331412,0.625,0.508392785,0.534671003,0.2,1
0.316806981,0.435010099,0.245614035,0.333333333,0.006006854,0.25,0.436329617,0.276013316,0.083333333,1
0.321942312,0.413492769,0.245614035,0.222222222,0.00491036,0.25,0.379636493,0.30680048,0.111113333,1
0.375864911,0.375864911,0.087719298,0,0.000524387,0.125,0.416162224,0.205908195,0,1
0.337968813,0.373651127,0,0.111111111,0.000210889,0,,,0,1
0.317249737,0.384629555,0.052631579,0.111111111,0.000305088,0.25,0.353547052,0.235736214,0,1
0.357091379,0.418983599,0.140350877,0.222222222,0.007892822,0.375,0.44196856,0.318597267,0,0
0.296262422,0.296262422,0.105263158,0,0.001603336,0.25,0.35841389,0.3201305,0.066666667,1
0.292368102,0.37444615,0.157894737,0.222222222,0.000439299,0.375,0.461713868,0.343244502,0.044446667,1
0.417655328,0.417655328,0.157894737,0,0.002629654,0.25,0.44196856,0.340080022,0,1
0.293696372,0.36116668,0.157894737,0.222222222,0.000980528,0.5,0.409887581,0.306513437,0.066666667,1
0.37320837,0.3838313,0.228070175,0.111111111,0.00491036,0.375,0.444156192,0.258178114,0,1
0.349299507,0.367539792,0.210526316,0.111111111,0.000617225,0.375,0.387252025,0.241872644,0,0
0.373295629,0.526741537,0.070175439,0.555555556,0.040699921,0,,,0.17778,1
0.32220732,0.445636261,0.210526316,0.666666667,0.0043665,0.375,0.381963104,0.40778728,0.133333333,1
0.291660338,0.461485013,0.543859649,0.444444444,0.006489311,0.375,0.512973944,0.398006798,0.1,1
0.427305486,0.471312919,0,0.111111111,0.001401582,0.125,0.528982262,0.359357443,0.033333333,1
0.34885675,0.472107942,0.087719298,0.222222222,0.01220862,0.125,0.422719973,0.214827546,0.444446667,1
0.297768441,0.377988204,0.175438596,0.222222222,0.000317882,0.375,0.380341682,0.302197283,0.088886667,1
0.343456411,0.343456411,0.245614035,0,0.000524387,0.25,0.422650483,0.224608028,0,0
0.448292801,0.448292801,0.01754386,0,0.000875265,0.125,0.371035239,0.144529896,0,1
0.469011877,0.581724166,0.070175439,0.222222222,0.00333141,0.25,0.592161071,0.449314071,0.288886667,1
0.308307344,0.308307344,0.140350877,0,0.000875265,0.125,0.422367378,0.214347974,0,0
0.414378282,0.623782823,0.315789474,0.333333333,0.006798785,0.375,0.622831671,0.522107599,0.066666667,1
0.351338774,0.351338774,0.263157895,0,0.00040158,0.375,0.464956711,0.342666914,0,0
0.366919286,0.596955644,0.210526316,0.666666667,0.01722091,0.375,0.480468308,0.535532133,0.28,1
0.354877596,0.423055668,0.035087719,0.111111111,0.004261236,0.375,0.416231714,0.492566624,0.1,1
0.467948614,0.599256686,0.228070175,0.222222222,0.002454215,0,,,0.133333333,1
0.440765937,0.524172255,0.122807018,0.333333333,0.004384044,0.375,0.351856141,0.579747332,0.166666667,1
0.259694595,0.340447604,0.052631579,0.111111111,2.00E-05,0.25,0.375124824,0.182122091,0,1
0.361431688,0.619710754,0.614035088,0.333333333,0.01064798,0.375,0.632773814,0.562482716,0.066666667,1
0.513281086,0.560917831,0.087719298,0.111111111,0.001278774,0,,,0.133333333,1
0.297768441,0.297768441,0.052631579,0,1.58E-06,0.125,0.379778045,0.156421198,0,0
0.518681425,0.518681425,0.052631579,0,0.000524387,0.125,0.562121025,0.404430271,0.133333333,0
0.476092753,0.496459562,0.070175439,0.111111111,0.002638426,0.125,0.493514315,0.311116634,0.1,1
0.297060677,0.308572352,0.175438596,0.111111111,0.000448071,0.375,0.377451435,0.241298557,0.166666667,1
0.353197059,0.353197059,0.035087719,0,0.00175246,0.125,0.390425379,0.170902892,0.066666667,1
0.45094611,0.554189222,0.052631579,0.222222222,0.000783365,0,,,0.066666667,1
0.354260322,0.37577442,0.175438596,0.111111111,0.00062965,0.375,0.416162224,0.378057276,0,0
0.448910075,0.448910075,0.035087719,0,0.00175246,0,,,0.066666667,0
0.490613234,0.490613234,0.087719298,0,0.001401582,0.125,0.549288634,0.386976627,0.066666667,1
0.334869516,0.334869516,0.526315789,0,0.002629654,0.375,0.531097831,0.445382976,0,1
0.353197059,0.353197059,0.087719298,0,0.000173509,0.375,0.407419418,0.241778129,0.4,1
0.428724247,0.428724247,0,0,0.000173509,0,,,0.066666667,0
0.292368102,0.401806577,0.298245614,0.444444444,0.004962992,0.5,0.503598011,0.440874292,0.066666667,1
0.367717541,0.508145754,0.298245614,0.333333333,0.00405071,0.375,0.54378867,0.448641969,0.066666667,1
0.377193181,0.377193181,0.070175439,0,0.004384044,0,,,0.266666667,1
0.355588592,0.355588592,0.192982456,0,0.000526388,0.375,0.415034951,0.206002709,0,1
0.346203442,0.411013978,0.210526316,0.111111111,0.000699826,0.375,0.459034662,0.264409058,0.133333333,1
0.486453906,0.486453906,0.035087719,0,0.00175246,0.125,0.519251161,0.346121937,0,1
0.303081522,0.421727398,0.140350877,0.333333333,0.000252456,0.375,0.425540731,0.264314544,0,1
0.375952169,0.510980044,0.140350877,0.444444444,0.008594578,0.125,0.506277217,0.328475764,0.166666667,1
0.494775794,0.494775794,0.175438596,0,0.003892815,0.125,0.519251161,0.346121937,0.533333333,1
0.298476206,0.330794215,0.105263158,0.111111111,0.000200702,0.25,0.399592843,0.193918879,0.566666667,1
0.314415448,0.334691767,0.087719298,0.111111111,0.000805089,0.25,0.373150808,0.226718848,0.533333333,1
0.390029894,0.452629878,0.192982456,0.111111111,0.001647196,0.25,0.534129631,0.369810026,0.066666667,1
0.362226711,0.398620021,0.228070175,0.111111111,0.005787555,0.5,0.454731462,0.405102373,0.1,1
0.300337723,0.532051386,0.157894737,0.444444444,0.010208616,0.375,0.465520348,0.518271018,0.026666667,1
0.644854165,0.644854165,0.087719298,0,4.63E-05,0.125,0.602877894,0.459864669,0.066666667,0
0.292368102,0.292368102,0.035087719,0,6.84E-06,0.125,0.383656588,0.161696497,0.066666667,0
0.473704452,0.501594894,0.052631579,0.111111111,0.005422642,0.125,0.467705406,0.276013316,0.166666667,1
0.357091379,0.434124586,0.122807018,0.333333333,0.005261238,0.25,0.405445402,0.282632819,0.066666667,1
0.423588915,0.423588915,0.122807018,0,0.002629654,0.125,0.44196856,0.241008013,0.2,1
0.289003797,0.49805284,0.228070175,0.444444444,0.004120885,0.375,0.505783069,0.372879991,0.05,1
0.339119334,0.373382888,0.263157895,0.111111111,0.007191067,0.25,0.429066679,0.263355398,0.033333333,1
0.286967763,0.410306213,0.210526316,0.333333333,0.003568253,0.375,0.471514459,0.299893934,0.183333333,1
0.441030944,0.596687404,0.333333333,0.333333333,1,0.25,0.5,0.47808493,0.216666667,1
0.346820716,0.481405833,0.070175439,0.222222222,0.00485607,0.125,0.581441675,0.430708752,0.233333333,1
0.326722146,0.476626,0,0.222222222,0.007717383,0,,,0.233333333,1
0.292368102,0.40402036,0.157894737,0.333333333,0.006313872,0.375,0.416797925,0.275054171,0.133333333,1
0.364088228,0.548698392,0.122807018,0.222222222,0.007068259,0.625,0.40763046,0.454109798,0.2,1
0.292368102,0.402071584,0.228070175,0.111111111,0.002033162,0.375,0.544282817,0.458618481,0.066666667,1
0.313972691,0.313972691,0.01754386,0,0.000226141,0.375,0.38520852,0.320897116,0.466666667,1
0.505754222,0.505754222,0.052631579,0,0.001815618,0.125,0.467705406,0.276013316,0.266666667,1
0.321942312,0.471577927,0.157894737,0.111111111,0.012805112,0.125,0.493442252,0.311018619,0.133333333,1
0.321234548,0.321234548,0.140350877,0,0.000226141,0.5,0.386124752,0.283399435,0.2,1
0.392156419,0.593500848,0.087719298,0.222222222,0.011226162,0.25,0.377451435,0.469550637,0.155553333,1
0.348947241,0.614219924,0.614035088,0.666666667,0.005905565,0.375,0.605135015,0.502063563,0.066666667,1
0.443509736,0.443509736,0,0,0.008770017,0.125,0.518262866,0.344777734,0.2,1
0.495483558,0.495483558,0.263157895,0,0.001138423,0.375,0.512693412,0.391674339,0.466666667,1
0.292368102,0.381708007,0.070175439,0.222222222,8.14E-05,0.125,0.394584453,0.176559749,0.2,0
0.36373273,0.442714713,0.01754386,0.111111111,0.003506849,0.125,0.347836046,0.112976116,0.066666667,1
0.607578573,0.607578573,0.01754386,0,6.84E-06,0.125,0.615710285,0.477318314,0,0
0.434037327,0.484860629,0.087719298,0.111111111,0.009647212,0.125,0.506205154,0.328377749,0.2,1
0.356916862,0.356916862,0.052631579,0,0.001050704,0.25,0.362572964,0.259133759,0,1
0.300424982,0.300424982,0.01754386,0,1.58E-06,0.25,0.364688533,0.163135215,0,0
0.629273653,0.715336511,0.070175439,0.222222222,0.000715177,0.375,0.595825998,0.581280564,0,0
0.297503434,0.370816838,0.01754386,0.111111111,0.001577021,0.25,0.360315843,0.213388828,0,1
0.302994264,0.499823867,0.105263158,0.777777778,0.037086387,0.25,0.394726006,0.310539047,0.114286667,1
0.386665589,0.445368021,0.01754386,0.111111111,0.005261238,0,,,0.1,1
0.429344752,0.429344752,0.01754386,0,0.008770017,0,,,0.333333333,1
0.299361719,0.448910075,0.385964912,0.444444444,0.012278796,0.625,0.370257986,0.354561716,0.213333333,1
0.368338046,0.560032318,0.280701754,0.333333333,0.006676078,0.25,0.390494868,0.425913026,0.133333333,1
0.299096712,0.32742991,0.052631579,0.333333333,0.000734914,0.375,0.368847607,0.228735153,0.133333333,1
0.432353559,0.653357033,0.052631579,0.333333333,0.023827304,0.25,0.588704613,0.440681763,0.22222,1
0.346203442,0.463698796,0.473684211,0.555555556,0.013770027,0.375,0.514878471,0.428310889,0.16,1
0.34885675,0.34885675,0.070175439,0,9.89E-05,0.25,0.390425379,0.209744776,0.333333333,0
0.459978993,0.512573321,0.157894737,0.111111111,0.005085799,0.125,0.553447708,0.392633484,0.266666667,1
0.330619698,0.330619698,0.01754386,0,0.000296316,0.125,0.38830981,0.168025456,0,0
0.437488891,0.437488891,0.035087719,0,0.001927898,0,,,0.133333333,1
0.391005898,0.59863618,0.070175439,0.444444444,0.005787555,0.125,0.390425379,0.170902892,0.066666667,1
0.292368102,0.292368102,0.052631579,0,1.91E-05,0,,,0.066666667,0
0.33841157,0.33841157,0.122807018,0,0.001050704,0.125,0.390425379,0.170902892,0.066666667,1
0.324686111,0.362317201,0.175438596,0.111111111,0.000612106,0.25,0.477014423,0.322622877,0.066666667,0
0.408270179,0.651495516,0.228070175,0.222222222,0.001691056,0.5,0.570724853,0.485758092,0.2,1
0.311138402,0.311138402,0.228070175,0,8.58E-05,0,,,0,0
0.312379413,0.343899168,0.140350877,0.111111111,0.002559479,0.375,0.390425379,0.28752306,0.066666667,1
0.465292074,0.465292074,0.105263158,0,0.002629654,0,,,0.2,1
0.31405995,0.31405995,0.052631579,0,1.56E-05,0.25,0.364688533,0.162368599,0,0
0.311316151,0.311316151,0.140350877,0,0.000454211,0.125,0.391694205,0.172628653,0.066666667,0
0.47928254,0.47928254,0.01754386,0,0.00175246,0.125,0.416231714,0.206002709,0.133333333,1
0.40003555,0.40003555,0,0,0.00166474,0,,,0.066666667,0
0.469011877,0.527714309,0.087719298,0.222222222,0.004734921,0.125,0.637288057,0.50666676,0.333333333,1
0.449443322,0.596955644,0.052631579,0.666666667,0.012980551,0,,,0.066666667,1
0.439082169,0.594121354,0.035087719,0.111111111,0.00333141,0.125,0.416231714,0.206002709,0.166666667,1
0.408800194,0.408800194,0.035087719,0,0.00175246,0.125,0.44196856,0.241008013,0.2,1
0.314237699,0.35434758,0.228070175,0.111111111,0.002506847,0.375,0.492809125,0.368850881,0.233333333,1
0.411899491,0.425004444,0.070175439,0.111111111,0.002629654,0,,,0.266666667,1
0.311228892,0.345760685,0.105263158,0.111111111,9.28E-05,0.25,0.380977382,0.285125196,0.1,1
0.476535509,0.514964854,0.035087719,0.111111111,0.001541933,0,,,0,1
0.652558778,0.652558778,0,0,0.003155971,0,,,0.4,1
0.32769815,0.32769815,0.105263158,0,0.00175246,0.25,0.406220081,0.211757581,0.4,1
0.333718995,0.333718995,0.140350877,0,0.000875265,0.375,0.434283538,0.261342593,0,1
0.565432657,0.565432657,0.01754386,0,0.007489313,0,,,0.133333333,1
0.292368102,0.380289246,0.070175439,0.333333333,0.000664738,0.5,0.390494868,0.344105632,0.25,1
0.290952573,0.428459239,0.473684211,0.333333333,0.004962992,0.5,0.529826431,0.453248667,0.1,1
0.402779349,0.41756807,0.052631579,0.111111111,0.001577021,0.125,0.564236594,0.407307707,0.2,1
0.353197059,0.353197059,0.105263158,0,0.000278772,0.25,0.398887654,0.239089722,0.133333333,1
0.443865234,0.443865234,0.210526316,0,0.00175246,0.25,0.471867054,0.460536771,0.4,1
0.330441949,0.380114729,0.368421053,0.222222222,0.00789984,0.375,0.429488763,0.264314544,0.17778,1
0.445723519,0.581814656,0.175438596,0.222222222,0.00267315,0.125,0.493442252,0.311018619,0.033333333,1
0.292368102,0.517530904,0.333333333,0.444444444,0.012980551,0.25,0.530040047,0.393403601,0.05,1
0.428724247,0.473704452,0.157894737,0.111111111,0.003506849,0.125,0.493442252,0.311018619,0.233333333,1
0.32875818,0.337791064,0.052631579,0.111111111,3.32E-05,0.25,0.385066967,0.184810499,0.066666667,1
0.417390321,0.417390321,0.122807018,0,0.000213206,0.25,0.463263226,0.278988767,0,1
0.317336996,0.340712612,0.245614035,0.222222222,0.001840179,0.375,0.34959902,0.267286494,0.355553333,1
0.288648299,0.288648299,0.01754386,0,2.44E-05,0.125,0.36588787,0.137528836,0,0
0.324686111,0.391180415,0.052631579,0.111111111,0.000971756,0.125,0.504161648,0.325598328,0,1
0.35434758,0.35434758,0.070175439,0,0.000771756,0.125,0.416231714,0.206002709,0,1
0.295819666,0.445368021,0,0.333333333,0.003427901,0,,,0,1
0.424383938,0.472818938,0.035087719,0.111111111,0.008419139,0,,,0.333333333,1
0.28741052,0.368073039,0.140350877,0.111111111,0.000524387,0.375,0.366309954,0.191331987,0.166666667,1
0.421727398,0.421817888,0.035087719,0.111111111,0.002454215,0.125,0.467705406,0.276013316,0.033333333,1
0.346377959,0.346377959,0.052631579,0,5.95E-05,0,,,0,0
0.32742991,0.37311788,0.175438596,0.111111111,0.001471757,0.375,0.429558253,0.311596207,0.066666667,1
0.268197463,0.318843015,0.122807018,0.111111111,0.000612106,0.25,0.319631037,0.144722425,0,1
0.387021088,0.442094207,0.228070175,0.111111111,0.002664742,0,,,0.066666667,1
0.318752525,0.472107942,0.140350877,0.333333333,0.005699836,0.375,0.48195075,0.415460442,0.116666667,1
0.410926719,0.472020684,0,0.222222222,0.001594564,0,,,0,0
0.324686111,0.395342975,0.087719298,0.111111111,0.000366492,0.375,0.427231642,0.402802525,0.033333333,1
0.292368102,0.332655732,0.070175439,0.111111111,0.000541931,0.5,0.390425379,0.32627043,0.066666667,1
0.413848267,0.456171932,0.035087719,0.222222222,0.005423722,0,,,0.133333333,1
0.386665589,0.429874768,0.070175439,0.111111111,0.001138423,0.375,0.416231714,0.386882113,0.4,1
0.37055183,0.468126363,0.035087719,0.222222222,0.004577026,0.125,0.416231714,0.206002709,0.166666667,1
0.627324877,0.627324877,0.070175439,0,0.003682288,0.125,0.514950534,0.340272551,0.266666667,1
0.431203038,0.431203038,0.052631579,0,0.000875265,0.125,0.493442252,0.311018619,0.266666667,1
0.31671649,0.31671649,0.228070175,0,0.000173509,0.25,0.446271761,0.297786615,0.133333333,1
0.314237699,0.317867011,0.035087719,0.111111111,2.00E-05,0.125,0.364688533,0.135897588,0,0
0.317957502,0.431998061,0.087719298,0.222222222,0.004471763,0.125,0.467000216,0.275054171,0.111113333,1
0.422881151,0.422881151,0.175438596,0,0.003506849,0.125,0.519179098,0.346023923,0,0
0.305915812,0.305915812,0.087719298,0.222222222,0.00103316,0,,,0,0
0.292368102,0.292368102,0.035087719,0,2.00E-05,0,,,0,0
0.292368102,0.419339097,0.280701754,0.222222222,0.003155971,0.375,0.439714012,0.336624999,0.088886667,1
0.299274461,0.363910479,0.140350877,0.111111111,0.001489301,0.375,0.483852703,0.33029604,0,1
0.413670518,0.413670518,0.122807018,0,0.00175246,0.375,0.507335001,0.372400419,0,0
0.334691767,0.334691767,0.192982456,0,3.32E-05,0.375,0.398393506,0.236789874,0,0
0.327520401,0.543207562,0.157894737,0.444444444,0.007015628,0.125,0.541884143,0.376905601,0.2,1
0.335312273,0.359040155,0.192982456,0.111111111,0.002278776,0.25,0.448315266,0.268343654,0.133333333,1
0.360988931,0.486896663,0.087719298,0.222222222,0.003840183,0.25,0.416162224,0.363862625,0.044446667,1
0.293696372,0.393927446,0.526315789,0.111111111,0.001204213,0.625,0.412214192,0.292990888,0.4,1
0.304322534,0.304322534,0.087719298,0,0.001085792,0.5,0.414893398,0.4270647,0.066666667,1
0.503895936,0.570302981,0.070175439,0.222222222,0.00459457,0.125,0.493442252,0.311018619,0.1,1
0.445458512,0.562155611,0.070175439,1,0.00388669,0,,,0.066666667,1
0.313885433,0.313885433,0.035087719,0,1.58E-06,0.125,0.375477418,0.150571812,0,0
0.422082896,0.422082896,0,0,0.001226143,0,,,0,0
0.305738063,0.39720126,0.087719298,0.222222222,0.001699828,0.5,0.375335866,0.373933651,0,1
0.314770946,0.340799871,0.157894737,0.111111111,0.00175246,0.125,0.452615893,0.255489707,0.066666667,1
0.378521451,0.378521451,0.105263158,0,0.000962984,0,,,0,1
0.324686111,0.324686111,0.070175439,0,0.000173509,0.375,0.396913637,0.319843456,0,0
0.322029571,0.372765614,0.315789474,0.222222222,0.003927902,0.375,0.431110185,0.324254124,0.155553333,1
0.346203442,0.360633433,0.403508772,0.111111111,0.001068248,0.25,0.423988799,0.260190919,0,1
0.430673023,0.430673023,0.070175439,0,0.001577021,0,,,0.066666667,1
0.313972691,0.313972691,0.122807018,0,6.84E-06,0.25,0.341136745,0.166107165,0.133333333,0
0.338941585,0.508236245,0.122807018,0.333333333,0.001044563,0.125,0.416162224,0.205908195,0,0
0.313885433,0.458207966,0.263157895,0.333333333,0.007191067,0.25,0.435410812,0.346023923,0.05,1
0.299009453,0.299009453,0.01754386,0,0.000261229,0.125,0.36891967,0.14165246,0,1
0.34885675,0.380557486,0.280701754,0.222222222,0.003770007,0.5,0.409673966,0.351012178,0.155553333,1
0.33548679,0.33548679,0.052631579,0,0.000348948,0.25,0.425751773,0.28138663,0.666666667,1
0.292368102,0.338056072,0.01754386,0.111111111,0.000585791,0.125,0.401072712,0.185384586,0.1,1
0.418983599,0.418983599,0.035087719,0.111111111,0.002103337,0,,,0.2,1
0.497076836,0.535858447,0.140350877,0.222222222,0.003050708,0.375,0.549288634,0.518558062,0.088886667,1
0.297590692,0.534885675,0.789473684,0.666666667,0.021313901,0.375,0.546187344,0.437615299,0.233333333,1
0.421727398,0.478306536,0.105263158,0.333333333,0.015699855,0.25,0.517135592,0.345929408,0,1
0.35974792,0.419781853,0.052631579,0.111111111,0.003545445,0.125,0.287477995,0.030881679,0.133333333,1
0.382680779,0.487426679,0.280701754,0.333333333,0.007892822,0.25,0.557750909,0.416132544,0.066666667,1
0.292368102,0.455994183,0.175438596,0.222222222,0.001331406,0.25,0.493514315,0.338735818,0.266666667,1
0.303168781,0.4698069,0.245614035,0.444444444,0.003399831,0.25,0.435482875,0.331542229,0.033333333,1
0.315653228,0.408535186,0.298245614,0.333333333,0.01157704,0.5,0.437739996,0.276590904,0.088886667,1
0.30733134,0.30733134,0.280701754,0,0.000612106,0.25,0.397618827,0.199579236,0.266666667,1
0.310695645,0.310695645,0.087719298,0,7.26E-05,0.375,0.379283898,0.218279069,0.066666667,1
0.33814333,0.357004121,0.052631579,0.222222222,0.001541933,0.25,0.544988007,0.535724662,0,0
0.351513291,0.351513291,0.070175439,0,0.000296316,0.25,0.394584453,0.176559749,0.4,1
0.357091379,0.357091379,0.070175439,0,8.58E-05,0,,,0.266666667,0
0.841331502,0.841331502,0.122807018,0,0.001050704,0.25,0.793541596,0.777310263,0,1
0.33841157,0.439082169,0,0.222222222,0.003278778,0,,,0.066666667,1
0.327342652,0.384629555,0.157894737,0.111111111,0.000995683,0.375,0.406150591,0.293757504,0.066666667,0
0.322737335,0.322737335,0.070175439,0,1.56E-05,0.25,0.40318828,0.269491828,0.133333333,1
0.316806981,0.435010099,0.245614035,0.333333333,0.006006854,0.25,0.436329617,0.276013316,0.083333333,1
0.531343621,0.531343621,0.070175439,0,0.00175246,0.125,0.467705406,0.276013316,0,0
0.292368102,0.292368102,0.035087719,0,4.19E-05,0.125,0.364688533,0.135897588,0,0
0.392156419,0.392156419,0.070175439,0,0.002348952,0.125,0.390425379,0.170902892,0.066666667,1
0.292988608,0.343104145,0.210526316,0.222222222,0.000227895,0.25,0.428642021,0.306415422,0.333333333,1
0.292368102,0.38126525,0.157894737,0.111111111,0.003506849,0.25,0.450430835,0.319458398,0,1
0.311138402,0.311138402,0.052631579,0,0.000133158,0.375,0.364688533,0.210511392,0.333333333,1
0.316095984,0.330351458,0.01754386,0.111111111,0.004103341,0.125,0.368847607,0.141554445,0.1,1
0.468213622,0.468213622,0.01754386,0,0.000173509,0,,,0.133333333,0
0.332655732,0.362226711,0.245614035,0.111111111,0.005612116,0.5,0.416162224,0.269397314,0.166666667,1
0.297768441,0.418983599,0.140350877,0.111111111,0.002577023,0.25,0.364688533,0.238036062,0.2,1
0.292455361,0.292455361,0.052631579,0,1.58E-06,0.125,0.379708556,0.156326683,0,0
0.335664539,0.366037004,0.052631579,0.111111111,0.000116491,0.125,0.390425379,0.170902892,0.033333333,0
0.378253212,0.378253212,0.01754386,0,0.000699826,0.125,0.364688533,0.135897588,0,1
0.33557728,0.431468046,0.210526316,0.333333333,0.008120893,0.5,0.418277793,0.340174536,0.216666667,1
0.316451483,0.451301608,0.526315789,0.555555556,0.021971797,0.625,0.443026344,0.375372369,0.166666667,1
0.335312273,0.475649996,0.070175439,0.222222222,0.002103337,0.25,0.428925126,0.334419665,0.111113333,1
